filename,num_comps,numVertices,numEdges,batch_size,total_time,Eulerian Tour,Pointer Jumping,Super graph Creation,finding unique comps,Update rep array
uk-2005.egr,1126,39459925,1566080060,100000,53.146,44.89,5.85,1.32,1.07,0.01
uk-2005.egr,1254,39459925,1566080060,100000,54.1805,46.25,5.84,1.01,1.06,0.01
uk-2005.egr,1252,39459925,1566080060,100000,54.1783,45.67,5.85,1.58,1.06,0.01
uk-2005.egr,1085,39459925,1566080060,100000,54.1868,46.29,5.86,0.96,1.06,0.01
uk-2005.egr,1420,39459925,1566080060,100000,55.2425,45.1,5.84,3.22,1.07,0.01
uk-2005.egr,116,39459925,1566080060,10000,54.1805,45.58,5.85,1.68,1.07,0.01
uk-2005.egr,140,39459925,1566080060,10000,54.1908,46.17,5.85,1.08,1.07,0.01
uk-2005.egr,114,39459925,1566080060,10000,52.0887,43.85,5.86,1.31,1.06,0.01
uk-2005.egr,73,39459925,1566080060,10000,52.07,43.92,5.85,1.22,1.06,0.01
uk-2005.egr,129,39459925,1566080060,10000,54.1779,45.68,5.84,1.58,1.07,0.01
uk-2005.egr,4,39459925,1566080060,100,52.0743,43.88,5.85,1.28,1.06,0.01
uk-2005.egr,2,39459925,1566080060,100,53.0713,45.14,5.85,1.0,1.07,0.01
uk-2005.egr,4,39459925,1566080060,100,52.1024,43.91,5.86,1.25,1.07,0.01
uk-2005.egr,3,39459925,1566080060,100,54.194,46.82,5.86,0.44,1.07,0.01
uk-2005.egr,1,39459925,1566080060,100,50.7512,43.61,5.84,0.23,1.07,0.01
uk-2005.egr,8,39459925,1566080060,1000,52.0804,44.43,5.85,0.72,1.06,0.01
uk-2005.egr,15,39459925,1566080060,1000,54.1702,46.16,5.84,1.1,1.06,0.01
uk-2005.egr,16,39459925,1566080060,1000,52.0873,44.39,5.85,0.77,1.07,0.01
uk-2005.egr,18,39459925,1566080060,1000,52.0239,44.67,5.84,0.43,1.07,0.01
uk-2005.egr,13,39459925,1566080060,1000,52.0793,44.43,5.85,0.72,1.07,0.01
