filename,num_comps,numVertices,numEdges,batch_size,total_time,Eulerian Tour,Super graph Creation,finding unique comps,Pointer Jumping,Update rep array
kron_g500-logn20.egr,963,1048576,89745562,100000,8.71653,5.57,1.8,1.06,0.27,0.01
kron_g500-logn20.egr,867,1048576,89745562,100000,8.72119,5.53,1.84,1.07,0.27,0.01
kron_g500-logn20.egr,976,1048576,89745562,100000,7.66885,5.42,0.9,1.07,0.27,0.01
kron_g500-logn20.egr,950,1048576,89745562,100000,8.72444,5.67,1.71,1.07,0.27,0.01
kron_g500-logn20.egr,927,1048576,89745562,100000,8.71875,5.69,1.68,1.06,0.27,0.01
kron_g500-logn20.egr,113,1048576,89745562,10000,8.70949,5.48,1.88,1.07,0.27,0.01
kron_g500-logn20.egr,82,1048576,89745562,10000,8.7047,5.5,1.86,1.06,0.27,0.01
kron_g500-logn20.egr,83,1048576,89745562,10000,7.65653,5.37,0.95,1.06,0.27,0.01
kron_g500-logn20.egr,100,1048576,89745562,10000,8.712,5.46,1.9,1.07,0.27,0.01
kron_g500-logn20.egr,83,1048576,89745562,10000,8.70605,5.52,1.84,1.06,0.27,0.01
kron_g500-logn20.egr,1,1048576,89745562,100,7.65576,5.45,0.86,1.06,0.27,0.01
kron_g500-logn20.egr,2,1048576,89745562,100,7.6593,5.55,0.76,1.06,0.27,0.01
kron_g500-logn20.egr,2,1048576,89745562,100,7.66152,5.58,0.74,1.06,0.27,0.01
kron_g500-logn20.egr,3,1048576,89745562,100,7.66312,5.63,0.68,1.07,0.27,0.01
kron_g500-logn20.egr,1,1048576,89745562,100,7.66904,5.41,0.91,1.07,0.27,0.01
kron_g500-logn20.egr,10,1048576,89745562,1000,7.65616,5.42,0.9,1.06,0.27,0.01
kron_g500-logn20.egr,10,1048576,89745562,1000,7.66358,5.61,0.71,1.06,0.27,0.01
kron_g500-logn20.egr,12,1048576,89745562,1000,7.66076,5.41,0.9,1.07,0.27,0.01
kron_g500-logn20.egr,9,1048576,89745562,1000,7.6669,5.55,0.77,1.06,0.27,0.01
kron_g500-logn20.egr,13,1048576,89745562,1000,7.65702,5.62,0.7,1.06,0.27,0.01
