filename,num_comps,numVertices,numEdges,batch_size,total_time,Eulerian Tour,Super graph Creation,finding unique comps,Pointer Jumping,Update rep array
kron_g500-logn19.egr,783,524288,43791852,100000,7.62324,4.09,2.23,1.06,0.22,0.01
kron_g500-logn19.egr,953,524288,43791852,100000,7.61823,4.19,2.14,1.07,0.22,0.01
kron_g500-logn19.egr,870,524288,43791852,100000,7.61316,4.02,2.3,1.06,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,100000,7.62217,4.14,2.19,1.06,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,100000,7.62001,4.11,2.23,1.06,0.22,0.01
kron_g500-logn19.egr,94,524288,43791852,10000,6.55282,4.21,1.05,1.06,0.22,0.01
kron_g500-logn19.egr,94,524288,43791852,10000,6.55593,4.17,1.09,1.07,0.22,0.01
kron_g500-logn19.egr,84,524288,43791852,10000,6.55126,4.18,1.08,1.06,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,10000,6.55951,4.19,1.07,1.07,0.22,0.01
kron_g500-logn19.egr,118,524288,43791852,10000,6.55277,4.15,1.1,1.07,0.22,0.01
kron_g500-logn19.egr,2,524288,43791852,100,6.55192,4.19,1.07,1.06,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,100,6.5586,4.17,1.09,1.06,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,100,6.5587,4.14,1.13,1.06,0.22,0.01
kron_g500-logn19.egr,3,524288,43791852,100,6.55836,4.17,1.09,1.07,0.22,0.01
kron_g500-logn19.egr,2,524288,43791852,100,6.55627,4.16,1.1,1.07,0.22,0.01
kron_g500-logn19.egr,15,524288,43791852,1000,6.55799,4.08,1.18,1.07,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,1000,6.54861,4.12,1.15,1.06,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,1000,6.55289,4.18,1.08,1.06,0.22,0.01
kron_g500-logn19.egr,7,524288,43791852,1000,6.55459,4.21,1.05,1.07,0.22,0.01
kron_g500-logn19.egr,1,524288,43791852,1000,6.55267,4.15,1.12,1.06,0.22,0.01
