filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
web-BerkStan.egr,685230,13300290,100,9.2,7.84
web-BerkStan.egr,685230,13300290,1000,97.4,8.63
web-BerkStan.egr,685230,13300290,10000,972.6,8.84
web-BerkStan.egr,685230,13300290,100000,9653.8,10.35
