filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
rgg_n_2_23_s0.egr,8388608,127002794,100,11.8,52.34
rgg_n_2_23_s0.egr,8388608,127002794,1000,137.8,56.25
rgg_n_2_23_s0.egr,8388608,127002794,10000,1291.0,57.33
rgg_n_2_23_s0.egr,8388608,127002794,100000,13001.8,62.19
