filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
wiki-topcats.egr,1791489,50888414,100,7.0,27.3
wiki-topcats.egr,1791489,50888414,1000,67.6,20.8
wiki-topcats.egr,1791489,50888414,10000,734.8,19.39
wiki-topcats.egr,1791489,50888414,100000,7262.6,21.23
