filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
in-2004.egr,1382908,27183212,100,8.2,11.79
in-2004.egr,1382908,27183212,1000,76.4,13.89
in-2004.egr,1382908,27183212,10000,802.2,13.46
in-2004.egr,1382908,27183212,100000,7951.4,15.54
