filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
as-Skitter.egr,1696415,22192106,100,14.4,16.34
as-Skitter.egr,1696415,22192106,1000,113.2,13.99
as-Skitter.egr,1696415,22192106,10000,1149.4,13.82
as-Skitter.egr,1696415,22192106,100000,11641.0,14.86
