filename,Batch Size
kmer_V1r.txt,100
kmer_V1r.txt,100
kmer_V1r.txt,100
kmer_V1r.txt,100
kmer_V1r.txt,100
kmer_V1r.txt,1000
kmer_V1r.txt,1000
kmer_V1r.txt,1000
kmer_V1r.txt,1000
kmer_V1r.txt,1000
kmer_V1r.txt,10000
kmer_V1r.txt,10000
kmer_V1r.txt,10000
kmer_V1r.txt,10000
kmer_V1r.txt,10000
kmer_V1r.txt,100000
kmer_V1r.txt,100000
kmer_V1r.txt,100000
kmer_V1r.txt,100000
kmer_V1r.txt,100000
