filename,Batch Size
kmer_A2a.txt,100
kmer_A2a.txt,100
kmer_A2a.txt,100
kmer_A2a.txt,100
kmer_A2a.txt,100
kmer_A2a.txt,1000
kmer_A2a.txt,1000
kmer_A2a.txt,1000
kmer_A2a.txt,1000
kmer_A2a.txt,1000
kmer_A2a.txt,10000
kmer_A2a.txt,10000
kmer_A2a.txt,10000
kmer_A2a.txt,10000
kmer_A2a.txt,10000
kmer_A2a.txt,100000
kmer_A2a.txt,100000
kmer_A2a.txt,100000
kmer_A2a.txt,100000
kmer_A2a.txt,100000
