filename,Batch Size
kmer_P1a.txt,100
kmer_P1a.txt,100
kmer_P1a.txt,100
kmer_P1a.txt,100
kmer_P1a.txt,100
kmer_P1a.txt,1000
kmer_P1a.txt,1000
kmer_P1a.txt,1000
kmer_P1a.txt,1000
kmer_P1a.txt,1000
kmer_P1a.txt,10000
kmer_P1a.txt,10000
kmer_P1a.txt,10000
kmer_P1a.txt,10000
kmer_P1a.txt,10000
kmer_P1a.txt,100000
kmer_P1a.txt,100000
kmer_P1a.txt,100000
kmer_P1a.txt,100000
kmer_P1a.txt,100000
