filename,numVertices,numEdges,batch_size,num_comps,total_time
kmer_U1a.egr,67716231,138866824,100,60.6,154.23
kmer_U1a.egr,67716231,138866824,1000,629.4,152.5
kmer_U1a.egr,67716231,138866824,10000,6269.6,153.43
kmer_U1a.egr,67716231,138866824,100000,62050.2,156.72
