filename,numVertices,numEdges,batch_size,num_comps,total_time
rgg_n_2_24_s0.egr,16777216,265114402,100,14.0,40.54
rgg_n_2_24_s0.egr,16777216,265114402,1000,91.4,45.89
rgg_n_2_24_s0.egr,16777216,265114402,10000,843.0,43.4
rgg_n_2_24_s0.egr,16777216,265114402,100000,10008.4,43.48
