filename,numVertices,numEdges,batch_size,num_comps,total_time
arabic-2005.egr,22744080,1107807202,100,2.0,35.98
arabic-2005.egr,22744080,1107807202,1000,9.8,36.09
arabic-2005.egr,22744080,1107807202,10000,93.0,36.36
arabic-2005.egr,22744080,1107807202,100000,825.0,37.37
