filename,numVertices,numEdges,batch_size,num_comps,total_time
road_usa.egr,23947347,57708624,100,21.4,57.96
road_usa.egr,23947347,57708624,1000,199.2,59.1
road_usa.egr,23947347,57708624,10000,3212.2,58.78
road_usa.egr,23947347,57708624,100000,22512.6,58.69
