filename,numVertices,numEdges,batch_size,num_comps,total_time
rgg_n_2_23_s0.egr,8388608,127002794,100,9.8,33.99
rgg_n_2_23_s0.egr,8388608,127002794,1000,95.0,32.31
rgg_n_2_23_s0.egr,8388608,127002794,10000,993.6,36.42
rgg_n_2_23_s0.egr,8388608,127002794,100000,7604.8,34.96
