filename,numVertices,numEdges,batch_size,num_comps,total_time
coPapersDBLP.egr,540486,30491458,100,2.4,6.56
coPapersDBLP.egr,540486,30491458,1000,26.8,6.56
coPapersDBLP.egr,540486,30491458,10000,225.2,6.77
coPapersDBLP.egr,540486,30491458,100000,2248.8,6.78
