filename,numVertices,numEdges,batch_size,num_comps,total_time
kron_g500-logn19.egr,524288,43791852,100,1.8,6.56
kron_g500-logn19.egr,524288,43791852,1000,5.0,6.55
kron_g500-logn19.egr,524288,43791852,10000,78.2,6.55
kron_g500-logn19.egr,524288,43791852,100000,521.6,7.62
