filename,numVertices,numEdges,batch_size,num_comps,total_time
kmer_P1a.egr,139353211,297845870,100,55.8,277.61
kmer_P1a.egr,139353211,297845870,1000,587.4,274.46
kmer_P1a.egr,139353211,297845870,10000,5167.0,283.08
kmer_P1a.egr,139353211,297845870,100000,54286.8,285.76
