filename,numVertices,numEdges,batch_size,num_comps,total_time
uk-2005.egr,39459925,1566080060,100,2.8,52.44
uk-2005.egr,39459925,1566080060,1000,14.0,52.49
uk-2005.egr,39459925,1566080060,10000,114.4,53.34
uk-2005.egr,39459925,1566080060,100000,1227.4,54.19
