filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
as-Skitter.egr,1696415,22192106,100,,8.32
as-Skitter.egr,1696415,22192106,1000,,8.99
as-Skitter.egr,1696415,22192106,10000,,10.05
as-Skitter.egr,1696415,22192106,100000,,11.32
