filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
eu-2005.egr,862664,32276936,100,,7.41
eu-2005.egr,862664,32276936,1000,,7.65
eu-2005.egr,862664,32276936,10000,,8.46
eu-2005.egr,862664,32276936,100000,,9.14
