filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
kron_g500-logn20.egr,1048576,89745562,100,,12.81
kron_g500-logn20.egr,1048576,89745562,1000,,15.14
kron_g500-logn20.egr,1048576,89745562,10000,,16.01
kron_g500-logn20.egr,1048576,89745562,100000,,17.22
