filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
in-2004.egr,1382908,27183212,100,,7.96
in-2004.egr,1382908,27183212,1000,,8.25
in-2004.egr,1382908,27183212,10000,,8.77
in-2004.egr,1382908,27183212,100000,,9.7
