filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
web-BerkStan.egr,685230,13300290,100,,4.07
web-BerkStan.egr,685230,13300290,1000,,5.7
web-BerkStan.egr,685230,13300290,10000,,5.58
web-BerkStan.egr,685230,13300290,100000,,7.74
