filename,num_comps,numVertices,numEdges,batch_size,total_time
as-Skitter.egr,6513,1696415,22192106,100000,11.3193
as-Skitter.egr,6736,1696415,22192106,100000,11.5394
as-Skitter.egr,6414,1696415,22192106,100000,10.323
as-Skitter.egr,6314,1696415,22192106,100000,12.8937
as-Skitter.egr,5812,1696415,22192106,100000,10.5236
as-Skitter.egr,664,1696415,22192106,10000,9.8863
as-Skitter.egr,604,1696415,22192106,10000,10.7312
as-Skitter.egr,640,1696415,22192106,10000,9.12637
as-Skitter.egr,607,1696415,22192106,10000,10.2724
as-Skitter.egr,566,1696415,22192106,10000,10.2449
as-Skitter.egr,6,1696415,22192106,100,8.2065
as-Skitter.egr,8,1696415,22192106,100,8.44544
as-Skitter.egr,6,1696415,22192106,100,8.306
as-Skitter.egr,9,1696415,22192106,100,8.49283
as-Skitter.egr,9,1696415,22192106,100,8.1653
as-Skitter.egr,71,1696415,22192106,1000,8.77266
as-Skitter.egr,68,1696415,22192106,1000,9.11959
as-Skitter.egr,55,1696415,22192106,1000,8.96251
as-Skitter.egr,60,1696415,22192106,1000,8.93154
as-Skitter.egr,67,1696415,22192106,1000,9.16862
