filename,num_comps,numVertices,numEdges,batch_size,total_time
uk-2005.egr,1275,39459925,1566080060,100000,295.843
uk-2005.egr,1184,39459925,1566080060,100000,297.849
uk-2005.egr,1509,39459925,1566080060,100000,307.367
uk-2005.egr,1206,39459925,1566080060,100000,297.604
uk-2005.egr,1423,39459925,1566080060,100000,295.093
uk-2005.egr,110,39459925,1566080060,10000,309.619
uk-2005.egr,140,39459925,1566080060,10000,295.438
uk-2005.egr,127,39459925,1566080060,10000,296.706
uk-2005.egr,125,39459925,1566080060,10000,305.138
uk-2005.egr,134,39459925,1566080060,10000,293.532
uk-2005.egr,2,39459925,1566080060,100,292.611
uk-2005.egr,3,39459925,1566080060,100,289.88
uk-2005.egr,3,39459925,1566080060,100,293.406
uk-2005.egr,2,39459925,1566080060,100,286.204
uk-2005.egr,2,39459925,1566080060,100,297.679
uk-2005.egr,11,39459925,1566080060,1000,290.362
uk-2005.egr,15,39459925,1566080060,1000,287.57
uk-2005.egr,10,39459925,1566080060,1000,289.647
uk-2005.egr,17,39459925,1566080060,1000,301.457
uk-2005.egr,14,39459925,1566080060,1000,289.802
