filename,num_comps,numVertices,numEdges,batch_size,total_time
kmer_V2a.egr,29628,55042369,117248284,100000,208.614
kmer_V2a.egr,21958,55042369,117248284,100000,213.23
kmer_V2a.egr,45421,55042369,117248284,100000,213.285
kmer_V2a.egr,18549,55042369,117248284,100000,211.456
kmer_V2a.egr,31196,55042369,117248284,100000,215.688
kmer_V2a.egr,4141,55042369,117248284,10000,205.276
kmer_V2a.egr,4019,55042369,117248284,10000,225.06
kmer_V2a.egr,2846,55042369,117248284,10000,220.916
kmer_V2a.egr,3375,55042369,117248284,10000,215.164
kmer_V2a.egr,3822,55042369,117248284,10000,214.285
kmer_V2a.egr,28,55042369,117248284,100,223.144
kmer_V2a.egr,27,55042369,117248284,100,216.152
kmer_V2a.egr,22,55042369,117248284,100,220.139
kmer_V2a.egr,22,55042369,117248284,100,214.202
kmer_V2a.egr,31,55042369,117248284,100,207.708
kmer_V2a.egr,438,55042369,117248284,1000,209.029
kmer_V2a.egr,394,55042369,117248284,1000,214.149
kmer_V2a.egr,406,55042369,117248284,1000,200.767
kmer_V2a.egr,347,55042369,117248284,1000,207.663
kmer_V2a.egr,162,55042369,117248284,1000,199.195
