filename,num_comps,numVertices,numEdges,batch_size,total_time
kron_g500-logn21.egr,913,2097152,183188180,100000,31.4701
kron_g500-logn21.egr,1023,2097152,183188180,100000,30.8467
kron_g500-logn21.egr,988,2097152,183188180,100000,29.8455
kron_g500-logn21.egr,971,2097152,183188180,100000,31.2946
kron_g500-logn21.egr,991,2097152,183188180,100000,30.7232
kron_g500-logn21.egr,89,2097152,183188180,10000,30.0659
kron_g500-logn21.egr,114,2097152,183188180,10000,29.4416
kron_g500-logn21.egr,104,2097152,183188180,10000,29.614
kron_g500-logn21.egr,93,2097152,183188180,10000,29.4187
kron_g500-logn21.egr,97,2097152,183188180,10000,29.6648
kron_g500-logn21.egr,1,2097152,183188180,100,23.1593
kron_g500-logn21.egr,3,2097152,183188180,100,27.9317
kron_g500-logn21.egr,5,2097152,183188180,100,28.3002
kron_g500-logn21.egr,1,2097152,183188180,100,23.0575
kron_g500-logn21.egr,1,2097152,183188180,100,23.1317
kron_g500-logn21.egr,9,2097152,183188180,1000,28.4364
kron_g500-logn21.egr,9,2097152,183188180,1000,28.7369
kron_g500-logn21.egr,13,2097152,183188180,1000,31.3021
kron_g500-logn21.egr,15,2097152,183188180,1000,28.6901
kron_g500-logn21.egr,14,2097152,183188180,1000,28.6222
