filename,num_comps,numVertices,numEdges,batch_size,total_time
higgs-twitter.egr,2524,456626,25017136,100000,8.70794
higgs-twitter.egr,2796,456626,25017136,100000,8.46047
higgs-twitter.egr,2790,456626,25017136,100000,8.89688
higgs-twitter.egr,2884,456626,25017136,100000,8.44503
higgs-twitter.egr,2719,456626,25017136,100000,9.84242
higgs-twitter.egr,289,456626,25017136,10000,8.03398
higgs-twitter.egr,265,456626,25017136,10000,7.03755
higgs-twitter.egr,286,456626,25017136,10000,7.25664
higgs-twitter.egr,259,456626,25017136,10000,6.88995
higgs-twitter.egr,267,456626,25017136,10000,6.90532
higgs-twitter.egr,1,456626,25017136,100,4.4016
higgs-twitter.egr,4,456626,25017136,100,6.32513
higgs-twitter.egr,1,456626,25017136,100,4.39451
higgs-twitter.egr,3,456626,25017136,100,6.24174
higgs-twitter.egr,1,456626,25017136,100,4.39456
higgs-twitter.egr,25,456626,25017136,1000,6.52743
higgs-twitter.egr,36,456626,25017136,1000,6.91317
higgs-twitter.egr,23,456626,25017136,1000,6.54767
higgs-twitter.egr,29,456626,25017136,1000,6.50952
higgs-twitter.egr,25,456626,25017136,1000,6.48918
