filename,num_comps,numVertices,numEdges,batch_size,total_time
kron_g500-logn18.egr,1209,262144,21269364,100000,8.08349
kron_g500-logn18.egr,1191,262144,21269364,100000,7.87977
kron_g500-logn18.egr,1166,262144,21269364,100000,6.62143
kron_g500-logn18.egr,1099,262144,21269364,100000,6.64874
kron_g500-logn18.egr,1234,262144,21269364,100000,14.8
kron_g500-logn18.egr,128,262144,21269364,10000,5.71581
kron_g500-logn18.egr,119,262144,21269364,10000,6.28828
kron_g500-logn18.egr,124,262144,21269364,10000,5.72275
kron_g500-logn18.egr,108,262144,21269364,10000,5.99315
kron_g500-logn18.egr,107,262144,21269364,10000,6.59002
kron_g500-logn18.egr,3,262144,21269364,100,5.13222
kron_g500-logn18.egr,1,262144,21269364,100,3.91596
kron_g500-logn18.egr,2,262144,21269364,100,5.15833
kron_g500-logn18.egr,4,262144,21269364,100,5.30439
kron_g500-logn18.egr,3,262144,21269364,100,5.22513
kron_g500-logn18.egr,16,262144,21269364,1000,5.46184
kron_g500-logn18.egr,11,262144,21269364,1000,5.43836
kron_g500-logn18.egr,12,262144,21269364,1000,5.36263
kron_g500-logn18.egr,15,262144,21269364,1000,5.23406
kron_g500-logn18.egr,14,262144,21269364,1000,5.40767
