filename,num_comps,numVertices,numEdges,batch_size,total_time
com-Orkut.egr,2175,3072441,234370166,100000,52.5568
com-Orkut.egr,2180,3072441,234370166,100000,51.6912
com-Orkut.egr,1944,3072441,234370166,100000,53.9388
com-Orkut.egr,1952,3072441,234370166,100000,51.1165
com-Orkut.egr,2131,3072441,234370166,100000,54.485
com-Orkut.egr,218,3072441,234370166,10000,48.9023
com-Orkut.egr,197,3072441,234370166,10000,49.2969
com-Orkut.egr,224,3072441,234370166,10000,49.6824
com-Orkut.egr,218,3072441,234370166,10000,53.4916
com-Orkut.egr,228,3072441,234370166,10000,50.2858
com-Orkut.egr,4,3072441,234370166,100,45.5691
com-Orkut.egr,5,3072441,234370166,100,44.0963
com-Orkut.egr,2,3072441,234370166,100,43.7824
com-Orkut.egr,3,3072441,234370166,100,43.6805
com-Orkut.egr,4,3072441,234370166,100,45.7031
com-Orkut.egr,16,3072441,234370166,1000,45.5697
com-Orkut.egr,23,3072441,234370166,1000,47.0544
com-Orkut.egr,22,3072441,234370166,1000,47.0865
com-Orkut.egr,23,3072441,234370166,1000,46.8994
com-Orkut.egr,20,3072441,234370166,1000,46.7306
