filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
rgg_n_2_23_s0.egr,8388608,127002794,100,10.8,54.15
rgg_n_2_23_s0.egr,8388608,127002794,1000,113.8,54.39
rgg_n_2_23_s0.egr,8388608,127002794,10000,1157.0,57.42
rgg_n_2_23_s0.egr,8388608,127002794,100000,11667.0,61.95
