filename,Batch Size,total_time,source_file
GAP-road.txt,1000,87.0,GAP-road_output_data_average.csv
GAP-road.txt,10000,86.7,GAP-road_output_data_average.csv
GAP-road.txt,100000,95.13,GAP-road_output_data_average.csv
uk-2002.txt,100,101.7,uk-2002_output_data_average.csv
uk-2002.txt,1000,100.56,uk-2002_output_data_average.csv
uk-2002.txt,10000,104.77,uk-2002_output_data_average.csv
uk-2002.txt,100000,105.88,uk-2002_output_data_average.csv
indochina-2004.txt,100,53.56,indochina-2004_output_data_average.csv
indochina-2004.txt,1000,62.69,indochina-2004_output_data_average.csv
indochina-2004.txt,10000,63.62,indochina-2004_output_data_average.csv
indochina-2004.txt,100000,59.87,indochina-2004_output_data_average.csv
web-BerkStan.txt,100,8.96,web-BerkStan_output_data_average.csv
web-BerkStan.txt,1000,10.14,web-BerkStan_output_data_average.csv
web-BerkStan.txt,10000,10.83,web-BerkStan_output_data_average.csv
web-BerkStan.txt,100000,11.82,web-BerkStan_output_data_average.csv
wiki-topcats.txt,100,18.82,wiki-topcats_output_data_average.csv
wiki-topcats.txt,1000,20.68,wiki-topcats_output_data_average.csv
wiki-topcats.txt,10000,21.79,wiki-topcats_output_data_average.csv
wiki-topcats.txt,100000,26.52,wiki-topcats_output_data_average.csv
kron_g500-logn19.txt,100,11.32,kron_g500-logn19_output_data_average.csv
kron_g500-logn19.txt,1000,11.27,kron_g500-logn19_output_data_average.csv
kron_g500-logn19.txt,10000,11.5,kron_g500-logn19_output_data_average.csv
kron_g500-logn19.txt,100000,11.57,kron_g500-logn19_output_data_average.csv
higgs-twitter.txt,100,9.54,higgs-twitter_output_data_average.csv
higgs-twitter.txt,1000,10.92,higgs-twitter_output_data_average.csv
higgs-twitter.txt,10000,12.34,higgs-twitter_output_data_average.csv
higgs-twitter.txt,100000,14.55,higgs-twitter_output_data_average.csv
kmer_V1r.txt,100,801.53,kmer_V1r_output_data_average.csv
kmer_V1r.txt,1000,827.69,kmer_V1r_output_data_average.csv
kmer_V1r.txt,10000,851.47,kmer_V1r_output_data_average.csv
kmer_V1r.txt,100000,871.91,kmer_V1r_output_data_average.csv
coPapersDBLP.txt,100,10.35,coPapersDBLP_output_data_average.csv
coPapersDBLP.txt,1000,12.15,coPapersDBLP_output_data_average.csv
coPapersDBLP.txt,10000,13.18,coPapersDBLP_output_data_average.csv
coPapersDBLP.txt,100000,16.68,coPapersDBLP_output_data_average.csv
kron_g500-logn20.txt,100,21.65,kron_g500-logn20_output_data_average.csv
kron_g500-logn20.txt,1000,31.05,kron_g500-logn20_output_data_average.csv
kron_g500-logn20.txt,10000,27.34,kron_g500-logn20_output_data_average.csv
kron_g500-logn20.txt,100000,29.95,kron_g500-logn20_output_data_average.csv
road_usa.txt,100,83.76,road_usa_output_data_average.csv
road_usa.txt,1000,84.82,road_usa_output_data_average.csv
road_usa.txt,10000,91.5,road_usa_output_data_average.csv
road_usa.txt,100000,97.12,road_usa_output_data_average.csv
eu-2005.txt,100,12.24,eu-2005_output_data_average.csv
eu-2005.txt,1000,13.74,eu-2005_output_data_average.csv
eu-2005.txt,10000,14.23,eu-2005_output_data_average.csv
eu-2005.txt,100000,15.4,eu-2005_output_data_average.csv
delaunay_n24.txt,100,65.14,delaunay_n24_output_data_average.csv
delaunay_n24.txt,1000,64.31,delaunay_n24_output_data_average.csv
delaunay_n24.txt,10000,69.06,delaunay_n24_output_data_average.csv
delaunay_n24.txt,100000,72.17,delaunay_n24_output_data_average.csv
uk-2005.txt,100,199.68,uk-2005_output_data_average.csv
uk-2005.txt,1000,241.96,uk-2005_output_data_average.csv
uk-2005.txt,10000,243.01,uk-2005_output_data_average.csv
uk-2005.txt,100000,246.95,uk-2005_output_data_average.csv
kmer_P1a.txt,100,575.93,kmer_P1a_output_data_average.csv
kmer_P1a.txt,1000,602.38,kmer_P1a_output_data_average.csv
kmer_P1a.txt,10000,634.35,kmer_P1a_output_data_average.csv
kmer_P1a.txt,100000,641.85,kmer_P1a_output_data_average.csv
