filename,tree_edges_count,numVertices,numEdges,batch_size,total_time,Super graph Creation,Eulerian Tour,PR-RST module,update data structure,Pointer Jumping,Path Reversal,Hash Table look up,Update rep array
kron_g500-logn19.egr,1467,524288,43791852,100000,13.7297,7.67,3.74,1.13,0.86,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,1527,524288,43791852,100000,13.6573,7.61,3.74,1.13,0.86,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,1519,524288,43791852,100000,13.687,7.62,3.74,1.15,0.86,0.25,0.04,0.02,0.01
kron_g500-logn19.egr,1551,524288,43791852,100000,13.7175,7.64,3.73,1.15,0.88,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,1497,524288,43791852,100000,14.9506,8.88,3.74,1.15,0.86,0.25,0.04,0.02,0.01
kron_g500-logn19.egr,127,524288,43791852,10000,13.9423,8.3,3.73,0.79,0.82,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,151,524288,43791852,10000,13.867,8.14,3.74,0.86,0.82,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,145,524288,43791852,10000,12.9985,7.28,3.72,0.86,0.83,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,145,524288,43791852,10000,12.9812,7.27,3.71,0.86,0.83,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,137,524288,43791852,10000,13.77,8.09,3.7,0.85,0.81,0.24,0.04,0.01,0.01
kron_g500-logn19.egr,2,524288,43791852,100,20.1783,15.04,3.75,0.27,0.81,0.24,0.03,0.01,0.01
kron_g500-logn19.egr,2,524288,43791852,100,23.9529,18.85,3.71,0.28,0.82,0.24,0.04,0.01,0.01
kron_g500-logn19.egr,2,524288,43791852,100,24.3462,19.2,3.74,0.29,0.81,0.26,0.03,0.01,0.01
kron_g500-logn19.egr,1,524288,43791852,100,25.5378,20.47,3.72,0.24,0.81,0.25,0.03,0.01,0.01
kron_g500-logn19.egr,0,524288,43791852,100,10.466,5.65,3.73,,0.83,0.25,,,0.01
kron_g500-logn19.egr,16,524288,43791852,1000,18.1465,12.89,3.72,0.4,0.83,0.25,0.04,0.01,0.01
kron_g500-logn19.egr,14,524288,43791852,1000,17.6532,12.37,3.7,0.38,0.9,0.24,0.03,0.01,0.01
kron_g500-logn19.egr,11,524288,43791852,1000,18.9963,13.78,3.72,0.36,0.83,0.25,0.03,0.01,0.01
kron_g500-logn19.egr,12,524288,43791852,1000,16.0416,10.82,3.72,0.36,0.83,0.25,0.03,0.01,0.01
kron_g500-logn19.egr,13,524288,43791852,1000,24.3186,19.07,3.77,0.36,0.81,0.26,0.03,0.01,0.01
