filename,tree_edges_count,numVertices,numEdges,batch_size,total_time,Super graph Creation,Eulerian Tour,PR-RST module,update data structure,Pointer Jumping,Path Reversal,Hash Table look up,Update rep array
kron_g500-logn18.egr,1678,262144,21269364,100000,8.91855,4.39,2.7,1.17,0.37,0.22,0.04,0.02,0.01
kron_g500-logn18.egr,1684,262144,21269364,100000,9.2999,4.33,2.69,1.6,0.4,0.22,0.04,0.01,0.01
kron_g500-logn18.egr,1666,262144,21269364,100000,8.74315,4.31,2.69,1.1,0.38,0.21,0.04,0.01,0.01
kron_g500-logn18.egr,1668,262144,21269364,100000,10.7857,5.84,2.68,1.6,0.39,0.21,0.04,0.01,0.01
kron_g500-logn18.egr,1601,262144,21269364,100000,8.7241,4.31,2.66,1.11,0.37,0.21,0.04,0.01,0.01
kron_g500-logn18.egr,159,262144,21269364,10000,8.36519,4.21,2.68,0.86,0.34,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,173,262144,21269364,10000,8.55686,4.28,2.8,0.86,0.35,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,185,262144,21269364,10000,8.19942,4.14,2.6,0.84,0.35,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,151,262144,21269364,10000,8.30864,4.18,2.65,0.86,0.35,0.22,0.03,0.01,0.01
kron_g500-logn18.egr,178,262144,21269364,10000,8.81463,4.19,2.81,1.2,0.35,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,0,262144,21269364,100,6.4726,3.32,2.59,,0.33,0.21,,,0.01
kron_g500-logn18.egr,0,262144,21269364,100,6.54806,3.33,2.67,,0.32,0.21,,,0.01
kron_g500-logn18.egr,2,262144,21269364,100,14.2723,10.71,2.65,0.28,0.37,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,2,262144,21269364,100,15.2746,11.7,2.69,0.28,0.34,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,3,262144,21269364,100,11.1075,7.54,2.69,0.28,0.34,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,16,262144,21269364,1000,35.782,32.11,2.67,0.4,0.35,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,18,262144,21269364,1000,10.8014,7.11,2.68,0.41,0.35,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,18,262144,21269364,1000,9.88839,6.24,2.62,0.4,0.36,0.22,0.03,0.01,0.01
kron_g500-logn18.egr,14,262144,21269364,1000,11.5221,7.63,2.7,0.57,0.36,0.21,0.03,0.01,0.01
kron_g500-logn18.egr,15,262144,21269364,1000,10.9245,7.24,2.71,0.36,0.35,0.21,0.03,0.01,0.01
