filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
wiki-topcats.egr,1791489,50888414,100,59.2,4.57
wiki-topcats.egr,1791489,50888414,1000,517.0,4.76
wiki-topcats.egr,1791489,50888414,10000,6043.6,7.7
wiki-topcats.egr,1791489,50888414,100000,10372.0,7.7
