filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
hugebubbles-00020.egr,21198119,63580358,100,50.0,0.0
hugebubbles-00020.egr,21198119,63580358,1000,457.4,0.0
hugebubbles-00020.egr,21198119,63580358,10000,4715.0,0.0
hugebubbles-00020.egr,21198119,63580358,100000,33708.8,0.0
