filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
web-BerkStan.egr,685230,13300290,100,57.8,3.16
web-BerkStan.egr,685230,13300290,1000,604.0,3.7
web-BerkStan.egr,685230,13300290,10000,5174.8,5.5
web-BerkStan.egr,685230,13300290,100000,56066.4,7.84
