filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
in-2004.egr,1382908,27183212,100,1.2,6.26
in-2004.egr,1382908,27183212,1000,6.2,8.05
in-2004.egr,1382908,27183212,10000,83.6,8.5
in-2004.egr,1382908,27183212,100000,849.2,9.78
