filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
kron_g500-logn19.egr,524288,43791852,100,0.8,3.9
kron_g500-logn19.egr,524288,43791852,1000,7.2,6.19
kron_g500-logn19.egr,524288,43791852,10000,58.6,5.53
kron_g500-logn19.egr,524288,43791852,100000,911.6,13.86
