filename,numVertices,numEdges,batch_size,tree_edges_count,total_time
soc-LiveJournal1.egr,4847571,85706224,100,6.8,20.68
soc-LiveJournal1.egr,4847571,85706224,1000,52.8,24.29
soc-LiveJournal1.egr,4847571,85706224,10000,557.6,26.47
soc-LiveJournal1.egr,4847571,85706224,100000,5419.2,38.92
