filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
ljournal-2008.egr,75,100,58.93,39.36,87.66
ljournal-2008.egr,75,1000,61.06,40.2,87.6
ljournal-2008.egr,75,10000,63.79,42.74,90.29
ljournal-2008.egr,75,100000,59.3,38.47,92.49
