filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
coPapersCiteseer.egr,26,100,22.28,14.37,13.6
coPapersCiteseer.egr,26,1000,21.01,12.76,12.21
coPapersCiteseer.egr,26,10000,21.41,13.33,11.98
coPapersCiteseer.egr,26,100000,20.15,12.24,12.03
