filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
arabic-2005.egr,529,100,819.4,356.82,815.26
arabic-2005.egr,529,1000,821.56,352.89,764.11
arabic-2005.egr,529,10000,818.16,353.92,718.4
arabic-2005.egr,529,100000,827.12,355.39,761.43
