filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
kmer_U1a.egr,44147,100,12649.4,5438.58,2213.51
kmer_U1a.egr,44147,1000,12597.71,5490.45,2247.62
kmer_U1a.egr,44147,10000,12625.23,5564.28,2212.07
kmer_U1a.egr,44147,100000,12709.39,5647.37,2130.77
