filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
rgg_n_2_23_s0.egr,1872,100,633.64,274.8,129.96
rgg_n_2_23_s0.egr,1872,1000,615.85,273.93,125.89
rgg_n_2_23_s0.egr,1872,10000,612.3,274.54,133.18
rgg_n_2_23_s0.egr,1873,100000,594.82,275.7,137.17
