filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
com-Orkut.egr,8,100,92.52,62.64,30.12
com-Orkut.egr,8,1000,88.09,58.11,29.33
com-Orkut.egr,8,10000,92.17,64.55,32.97
com-Orkut.egr,8,100000,100.33,71.06,39.02
