filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
uk-2002.egr,38359,100,3579.15,4272.79,584.6
uk-2002.egr,38359,1000,3567.11,4329.22,576.72
uk-2002.egr,38359,10000,3576.1,4229.68,616.28
uk-2002.egr,38359,100000,3567.34,4301.79,616.59
