filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
kmer_V2a.egr,15373,100,3990.27,2024.46,1528.12
kmer_V2a.egr,15373,1000,3971.27,2005.42,1526.4
kmer_V2a.egr,15373,10000,3975.53,2029.39,1527.36
kmer_V2a.egr,15373,100000,3979.45,1988.09,1522.77
