filename,depth_of_graph,delete_batch_size,simple_BFS,adam_BFS,PR_RST
eu-2005.egr,17,100,66.07,12.56,17.24
eu-2005.egr,17,1000,67.11,12.59,18.99
eu-2005.egr,17,10000,66.82,12.89,18.11
eu-2005.egr,17,100000,65.77,12.28,18.17
